
HLAVICKA,
Po 9. 1.,,,,,,,,,,PGP,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 9. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 9. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 10. 1.,,,,TAM,~,,IAL,~,~,MAT,~,~,,,,MAT TAM   7,,$P,,$P,,$P,,$P,,$P,,$P,,$P,,$P,,$P,,$P,,
Út 10. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 10. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 10. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 11. 1.,,,,GUX,~,,,,,IUS (2/5),~,,,,,BIO GUX   6;BIO SRI   1,$P,,,$P,,,$P,,,,,,$PV,,$P,,,,,,,
St 11. 1.,,,,,,,BIO,~,~,SRI,~,,,,,GUX SRI   1,,,,,,,,,,,,,,,,,,,,,,
St 11. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 11. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 12. 1.,,,,ISA (2/5),~,,PCS,~,ISS,~,~,BMS,~,,,BMS PCS   5;BMS PGR   7,,$P,$P,,,,,$P,,,$P,,,,,,,$PV,$P,,$P,
Čt 12. 1.,,,,PGR,~,,,,,,,,,,,ISA ISS  21;PCS PGR   1,,,,,,,,,,,,,,,,,,,,,,
Čt 12. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 12. 1.,Omez.,,!KD+4,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 13. 1.,,,,,,,,,SFC,~,~,SIN,~,,,SFC SIN  10,,,,,$P,,,,,$P,$P,,,,,,,$PV,$PV,,$PV,
Pá 13. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 13. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 13. 1.,Omez.,,!SEP+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 13. 1.,Omez.,!DoD a IQ test+8 (nelze E112 a D,~,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 16. 1.,,,,INP,~,,,IMP,~,,HSC,~,,,,FAV HSC   2;IMP INP  18,,$P,$P,,,$PV,,$P,,,,,,,,$PL,$PL,$P,,$P,$PV,
Po 16. 1.,,,,,,,,FAV,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 16. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 16. 1.,Omez.,,!SEP+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 17. 1.,,,,,,,2INM (12.15-14.15),~,~,AIS,~,~,,,,,,$2P,,,,,,,,,,,$P,,,,,$PV,$2PV,,$PV,
Út 17. 1.,,,,,,,,,,2POV,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 17. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 17. 1.,Omez.,,!SEP+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 18. 1.,,,,ISA (3/5),~,,,2IFJ,~,2TIN,~,~,,,,IFJ ISA  65,,$2P,$P,$2P,,$2P,,$2P,,$2P,,$2P,,$2P,,$2P,,$2P,,$2P,,
St 18. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 18. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 18. 1.,Omez.,,!SEP+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 19. 1.,,,,2IMS,~,2ZZN,~,~,IUS (3/5),~,2BIS,~,,,,BIS EIP   5;BIS GZN   3,$P,,$2P,,$2P,$2PL,$2PL,,$2P,,$2P,$2PL,$2PV,,$2P,,,$2PV,$2PV,,$2P,
Čt 19. 1.,,,,2EIP,~,,,,2GZN,~,,,,,,BIS ZZN  25;EIP ZZN   1,,,,,,,,,,,,,$2PL,,,,,,,,$2PV,
Čt 19. 1.,,,,,,,,,,,,,,,,GZN ZZN   5,,,,,,,,,,,,,,,,,,,,,,
Čt 19. 1.,Omez.,,!RKD+4,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 20. 1.,,,,2IDA (9.30-11.30),~,~,2PDB,~,2IAL,~,~,,,,,GMU PDB   9;GMU PGP   4,$2P,$2P,,$2P,$P,,,$2P,,,,$2P,,,,$PL,$PL,,$PV,$PV,,
Pá 20. 1.,,,,2SEN,~,~,2ROS,~,GMU,~,THE,~,,,,GMU SEN   1;GMU THE   1,,,,,,,,,,,,,,,,,,,$2PV,$2PV,,
Pá 20. 1.,,,,2PGP,~,,,,,,,,,,,IAL IDA   9;PDB PGP   3,,,,,,,,,,,,,,,,,,,,$2PV,,
Pá 20. 1.,,,,,,,,,,,,,,,,PDB SEN   2;PDB THE   4,,,,,,,,,,,,,,,,,,,,$2PV,,
Pá 20. 1.,,,,,,,,,,,,,,,,PGP THE   1;ROS SEN   4,,,,,,,,,,,,,,,,,,,,,,
Pá 20. 1.,Omez.,,,,,,,,,,,,,,,SEN THE   3,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 23. 1.,,,,,2IIS,~,2IZP,~,~,2PGR,~,2SIN,~,,,FAV PGR   2;FAV SFC   3,$2P,,$2P,,$2P,,,$2P,,$2P,$2P,,$2PV,,,$2PL,$2PL,$2PV,$2PV,$2P,$2PV,
Po 23. 1.,,,,2SFC,~,~,2FAV,~,~,,,,,,,FAV SIN   4;PGR SFC   3,,,,,,,,,,,,,,,,,,$2PV,$2PV,,$2PV,
Po 23. 1.,,,,,,,2PKS,~,,,,,,,,PGR SIN   8;PKS SIN   1,,,,,,,,,,,,,,,,,,,,,,
Po 23. 1.,,,,,,,,,,,,,,,,SFC SIN  10,,,,,,,,,,,,,,,,,,,,,,
Po 23. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 24. 1.,,,,2MAT,~,~,2ISS,~,~,2PDI,~,,,,,IMP ISS  21;MAT PDI   6,,$2P,$2P,$2P,,$2P,,$2P,,$2P,,$2P,$2PV,$2P,,$2P,,$2P,$2PV,$2P,$2P,
Út 24. 1.,,,,,,,,,,2IMP,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 24. 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 24. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 25. 1.,,,,IUS (4/5),~,2IPZ,~,,,2BMS,~,,,,,ACH BIO   7;ACH BMS  17,$P,,$2P,$2P,$2P,,$2P,,,,$2P,,,,,$2PL,$2PL,,$2P,,$2P,
St 25. 1.,,,2GUX,~,2VYPe,~,2BIO,~,~,,,,,,,ACH PBI   1;ACH VYPe   2,,,,,,,,,,,,,,,,,,,,,$2PV,
St 25. 1.,,,2ACH,~,,,,2PBI,~,,,,,,,BIO BMS  21;BIO GUX   6,,,,,,,,,,,,,,,,,,,,,,
St 25. 1.,,,,,,,,,,,,,,,,BIO VYPe   1;BMS GUX   5,,,,,,,,,,,,,,,,,,,,,,
St 25. 1.,Omez.,,,,,,,,,,,,,,,BMS VYPe   4;GUX VYPe   4,,,,,,,,,,,,,,,,,,,,,,
Čt 26. 1.,,,,2IEL,~,~,2AIS,~,~,2INP,~,2THE,~,,,AIS HSC   6;AIS PCS   1,$2P,$2P,,,$2P,$2PV,,$2P,,,,,$2P,,,$2PL,$2PL,$2P,$2P,$2P,$2PV,
Čt 26. 1.,,,2PCS,~,2TAM,~,,,,2HSC,~,,,,,AIS TAM  21;AIS THE   4,,,,,,,,,,,,,,,,,,$2PV,,$2PV,,
Čt 26. 1.,,,,,,,,,,,,,,,,HSC PCS   1;HSC TAM   7,,,,,,,,,,,,,,,,,,,,,,
Čt 26. 1.,,,,,,,,,,,,,,,,HSC THE   5;IEL INP  27,,,,,,,,,,,,,,,,,,,,,,
Čt 26. 1.,,,,,,,,,,,,,,,,PCS TAM  14;PCS THE   2,,,,,,,,,,,,,,,,,,,,,,
Čt 26. 1.,Omez.,,!KD+4,~,~,~,~,~,,,,,,,,TAM THE   8,,,,,,,,,,,,,,,,,,,,,,
Pá 27. 1.,,,,3ZZN,~,~,3SEN,~,~,2GMU,~,,,,,GMU PGP   4;GMU SEN   1,,,,,$3P,,,,,,$3P,,$2PV,,$2P,,,$3PV,$2PV,$3PV,$3PV,
Pá 27. 1.,,,,3PGP,~,,,,,2SRI,~,,,,,GMU ZZN   3;SEN SRI   4,,,,,,,,,,,,,$3PV,,,,,,$3PV,,,
Pá 27. 1.,,,,,,,,,,,,,,,,SEN ZZN   4;SRI ZZN   2,,,,,,,,,,,,,,,,,,,,,,
Pá 27. 1.,Omez.,!DevConf+12,~,~,~,~,~,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 30. 1.,,,,3PGR,~,,3INM (12.15-14.15),~,~,,3SIN,~,,,,BIS PGR   8;BIS PKS   1,,$3P,,,$3P,$3PL,$3PL,$3P,,$3P,$3P,$3PL,$3PV,,,,,$3PV,$3PV,$3P,$3P,
Po 30. 1.,,,,3PKS,~,3SFC,~,~,3BIS,~,,,,,,BIS SFC  25;BIS SIN  31,,,,,,,,,,,,,$3PL,,,,,$3PV,$3PV,,$3PV,
Po 30. 1.,,,,,,,,,,,,,,,,PGR SFC   3;PGR SIN   8,,,,,,,,,,,,,,,,,,,$3PV,,,
Po 30. 1.,,,,,,,,,,,,,,,,PKS SIN   1;SFC SIN  10,,,,,,,,,,,,,,,,,,,,,,
Po 30. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 31. 1.,,,3ROS,~,,3IDA (11.15-13.15),~,~,3MAT,~,~,,,,,BIO GZN   8;BIO MAT  37,$3P,$3P,$3P,$3P,,$3P,$3P,$3P,$3P,$3P,,$3P,,$3P,,$3P,,$3P,,$3P,,
Út 31. 1.,,,,3BIO,~,~,,,,3IAL,~,,,,,GZN MAT   6;IAL IDA   9,,,,$3P,,,,,,,,,,,,,,,,$3PV,,
Út 31. 1.,,,,,3IMP,~,3GZN,~,,,,,,,,IAL IMP  19;MAT ROS   4,,,,,,,,,,,,,,,,,,,,,,
Út 31. 1.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 1. 2.,,,3ISS,~,,3IZP,~,~,3BMS,~,3IMS,~,,,,ACH BMS  17;ACH FAV   1,$3P,$3P,$3P,,$3P,$3PV,,$3P,,,$3P,,$3PV,,$3P,$3PL,$3PL,$3P,$3P,$3P,$3P,
St 1. 2.,,,,3GUX,~,3HSC,~,,3PBI,~,3FAV,~,~,,,ACH GMU   5;ACH HSC   1,,,,,,,,,,,,,,,,,,,$3PV,,$3PV,
St 1. 2.,,,3ACH,~,,3SRI,~,,,,3GMU,~,,,,ACH PBI   1;ACH SRI   1,,,,,,,,,,,,,,,,,,,,,$3PV,
St 1. 2.,,,,,,,,,,,,,,,,BMS FAV  11;BMS GMU   1,,,,,,,,,,,,,,,,,,,,,,
St 1. 2.,,,,,,,,,,,,,,,,BMS GUX   5;BMS HSC  14,,,,,,,,,,,,,,,,,,,,,,
St 1. 2.,,,,,,,,,,,,,,,,BMS SRI   1;FAV GUX   3,,,,,,,,,,,,,,,,,,,,,,
St 1. 2.,,,,,,,,,,,,,,,,FAV HSC   2;FAV SRI   1,,,,,,,,,,,,,,,,,,,,,,
St 1. 2.,Omez.,,,,,,,,,,,,,,,GMU GUX   3;GMU HSC  10,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,,,,3IFJ,~,3AIS,~,~,3IIS,~,IUS (5/5),~,3THE,~,,AIS PDB   9;AIS PDI  16,$P,$3P,$3P,$3P,$3P,,,$3P,,,,$3P,$3P,,,$3PL,$3PL,$3PV,$3PV,$3PV,$3P,
Čt 2. 2.,,,3PDI,~,,,3POV,~,3PDB,~,3VYPe,~,,,,AIS THE   4;AIS VYPe  15,,,,,,,,,,,,,$3PV,,,$3PL,$3PL,,$3PV,$3PV,$3PV,
Čt 2. 2.,,,,,,,,,,,,,,,,IFJ IIS  70;IFJ IUS  53,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,,,,,,,,,,,,,,,,PDB PDI   2;PDB POV   5,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,,,,,,,,,,,,,,,,PDB THE   4;PDB VYPe   4,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,,,,,,,,,,,,,,,,PDI POV   5;PDI THE   5,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,,,,,,,,,,,,,,,,PDI VYPe   6;POV THE   3,,,,,,,,,,,,,,,,,,,,,,
Čt 2. 2.,Omez.,,!RKD+4,~,~,~,~,~,,,,,,,,POV VYPe   1;THE VYPe   7,,,,,,,,,,,,,,,,,,,,,,
Pá 3. 2.,,,,3IEL,~,~,3IPZ,~,3TIN,~,~,,,,,EIP PCS   3;EIP TAM   3,$3P,$3P,$3P,$3P,,$3P,,$3P,,$3P,,$3P,,$3P,$3P,$3P,,$3P,$3P,$3P,,
Pá 3. 2.,,,3PCS,~,3TAM,~,3EIP,~,,3INP,~,,,,,EIP TIN   9;IEL INP  27,,,,,,,,,,,,,,,,,,,,,,
Pá 3. 2.,,,,,,,,,,,,,,,,INP IPZ  51;PCS TAM  14,,,,,,,,,,,,,,,,,,,,,,
Pá 3. 2.,Omez.,,,,,,,,,,,,,,,PCS TIN  11;TAM TIN  18,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
