St 17. 5.,D0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,E112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,E104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,E105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 17. 5.,Omez.,!Den sportu+12,~,~,~,~,~,~,~,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,D105,,,INC,~,,KKO,~,IDS,~,~,,,,,GJA KKO   2;GJA VNV   1,$P,$P,,,,$P,,,,,,,,,,$PL,$PL,$P,,$PV,,
Čt 18. 5.,D0206,,,INC,~,,,,IDS,~,~,,,,,IDS INC  15;KKO VNV   3,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,D0207,,,INC,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,E112,,,INC,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,E104,,,INC,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,E105,,,INC,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,G202,,,INC,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,A112,,,INC,~,,,,IDS,~,~,GJA+2,~,~,~,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,A113,,,VNV,~,,,,IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 18. 5.,Omez.,!KD (nelze GJA; MUL; NAV; PIS; POS; WAP; ZPO)+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,D105,,,,,,IPK,~,FLP,~,~,,,,,FLP FVS   2;FLP MUL   9,,$P,,,,$P,,$P,,$P,,$P,,$P,,$PL,$PL,,,,,
Pá 19. 5.,D0206,,,,,,IPK,~,FLP,~,~,,,,,FVS MUL   1,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,D0207,,,,,,IPK,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,E112,,,MUL,~,,IPK,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,E104,,,,,,IPK,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,E105,,,,,,IPK,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,A112,,,,,FVS,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,A113,,,,,,IPK,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 19. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 22. 5.,D105,,,2IZU,~,~,,,,,,,,,,ARC PIS   1;ARC SNT   2,,$2P,,,,$2PL,$2PL,$2P,,$P,,,$2P,$2P,,,,$P,,$P,$2PV,
Po 22. 5.,D0206,,,,,,,,,,,,,,,ARC ZPO  10;PIS SNT   3,,,,,,,,,,,,,,,,,,$PV,,,,
Po 22. 5.,D0207,,,,,,,,,,,,,,,PIS ZPO   4;SNT ZPO   1,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,E112,,,ARC,~,2PIS,~,,,SNT,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,E104,,,,,,,2ZPO,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,E105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 22. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,D105,,,,,,,IJC,~,,,,,,,AGS GJA   4;AGS ZRE   1,,,,,,,,$P,,$P,,,,,,,,,$PV,,$PV,
Út 23. 5.,D0206,,,,,,,,,,,,,,,IJC ITP   3;IKR ITP   3,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,D0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,E112,,,ZRE,~,~,,AGS,~,2IKR,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,E104,,,,2ITP,~,,SPP,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,E105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,A112,,,2GJA+2,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 23. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,D105,,,2IZG,~,,,,,,,,,,,BIN NAV   3;BIN PES   9,,$2P,,$2P,,,,,,,$2P,$2P,$2PV,,,$2PL,$2PL,$2PV,$2P,$2PV,$2PV,
St 24. 5.,D0206,,,2IZG,~,,,,,,,,,,,BIN POS   2;IBS IZG   7,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,D0207,,,,,,,,,,,,,,,PES POS   2,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,E112,,,2POS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,E104,,,2NAV,~,,,2IBS,~,2PES,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,E105,,,,,,,2BIN,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 24. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,D105,,,,,,,2PRL,~,2IOS,~,~,,,,FVS FYO   1;FVS PRL   7,$2P,,,$2P,,$2P,,$2P,,$2P,,$2P,,$2P,,$2PL,$2PL,,,$2P,,
Čt 25. 5.,D0206,,,,,,,,,2IOS,~,~,,,,FYO PRL   6,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,D0207,,,2FYO,~,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,E112,,,,,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,E104,,,2ITS,~,2FVS,~,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,E105,,,,,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,G202,,,,,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,A112,,,,,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,A113,,,,,,,,,2IOS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 25. 5.,Omez.,!RKD (nelze BIN; FLP; GJA; INC; IPP; IZU; KRY; MUL; NAV; PIS; POS; PRL; WAP; ZPO; ZRE)+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,D105,,,,,2PDS,~,2IPP,~,~,,,,,,EVO PDS   1;IFY IPP   1,,$2P,,,,$2P,,$2P,,,,$2P,,,,,,$2P,$2PV,$2P,,
Pá 26. 5.,D0206,,,,,,,2IPP,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,D0207,,,,,,,2IPP,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,E112,,,,,,,2IPP,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,E104,,,,,,,2IPP,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,E105,,,,,,,2IPP,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,A112,,,2EVO,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,A113,,,2IFY,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 26. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 29. 5.,D105,,,2INC,~,,,2IDS,~,~,,,,,,BIF KKO  10;BIF SNT   2,$2P,$2P,,$2P,,$2P,,,,$2P,,,,,,,,$2P,$2PV,$2PV,,
Po 29. 5.,D0206,,,2INC,~,,,2IDS,~,~,,,,,,IDS INC  15;KKO SNT  12,,,,,,,,,,,,,,,,,,$2PV,,,,
Po 29. 5.,D0207,,,,,,,2IDS,~,~,,,,,,KKO WAP  39;SNT WAP  22,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,E112,,,,,2WAP,~,2IDS,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,E104,,,2SNT,~,,,,,2KKO,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,E105,,,,,,,,,2KKO,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,A112,,,,,,2BIF,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 29. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,D105,,,2ISU,~,~,,,,,,,,,,KRY MPR   3;KRY MUL   2,$2P,,,,,,$2P,$2P,,,,$2P,$2PV,$2P,,,,$2PV,,$2PV,,
Út 30. 5.,D0206,,,2ISU,~,~,,,,,,,,,,MPR MUL   2,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,D0207,,,2ISU,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,E112,,,,,,,,,2KRY,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,E104,,,,,,3ITP,~,,,,2MPR,~,~,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,E105,,,,,,2MUL,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 30. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,D105,,2FLP,~,~,2IMA+1(od 11:30),~,~,~,2IPK,~,,,,,ARC FLP   3;ARC FVS   7,$2P,$2P,,,,$2P,,,,$2P,,$2P,,$2P,,$2PL,$2PL,$2P,,$2P,,
St 31. 5.,D0206,,,,,2IMA+1(od 11:30),~,~,~,2IPK,~,,,,,FLP FVS   2;IMA IPK  21,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,D0207,,,,,2IMA+1(od 11:30),~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,E112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,E104,,,,,,,,,2ARC,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,E105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,A112,,,,,,3FVS,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 31. 5.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,D105,,2ISJ,~,,,2IJC,~,,,,,,,,AGS BIN  10;AGS POS   3,,,,$3P,,,,$2P,,$2P,,$3P,,,,$2PL,$2PL,$3PV,$2PV,$3PV,$2PV,
Čt 1. 6.,D0206,,,,,,,,,,,,,,,AGS VNV   2;AGS ZRE   1,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,D0207,,,,,,,,,,,,,,,BIN POS   2;BIN ZRE   1,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,E112,,,,,,,,,,,,,,,IJC ISJ  30;POS SPP  11,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,E104,,2AGS,~,2VNV,~,,,3POS,~,~,3IKR,~,,,VNV ZRE   5,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,E105,,,2SPP,~,,3BIN,~,2ZRE,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Čt 1. 6.,Omez.,!KD (nelze GJA; MUL; NAV; PIS; POS; WAP; ZPO)+5,~,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,D105,,,,,,,3IZG,~,,,,,,,IFY IZG   5;ITS IZG  16,,$3P,,$3P,,$3P,$2P,,,$3P,,$3P,$2PV,$3P,,$3PL,$3PL,,,$3P,$2PV,
Pá 2. 6.,D0206,,,,,,,,,,,,,,,NSB PRL   4,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,D0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,E112,,,,,,,,3PRL,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,E104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,E105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,A112,,,3ITS,~,2NSB,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,A113,,,3IFY,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pá 2. 6.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

HLAVICKA,
Po 5. 6.,D105,,,,,,,,,,,,,,,ARC PIS   1;ARC SNT   2,$3P,$3P,,,,$3PL,$3PL,$3P,,$3P,,,$3P,$3P,,,,$3P,,$3P,$3PV,
Po 5. 6.,D0206,,,,,,,,,,,,,,,ARC ZPO  10;IBS IZU  12,,,,,,,,,,,,,,,,,,$3PV,,,,
Po 5. 6.,D0207,,,,,,,,,,,,,,,INC IZU  13;PIS SNT   3,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,E112,,,3IZU,~,~,,,3INC,~,,,,,,PIS ZPO   4;SNT ZPO   1,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,E104,,,3ZPO,~,3PIS,~,,3INC,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,E105,,,,,,,,3INC,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,A112,,,,,,,,3ARC,~,3SNT,~,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,A113,,,,,,,,3IBS,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po 5. 6.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,D105,,,3IDS,~,~,,,3ISU,~,~,,,,,FYO KKO   6;IDS ISU  11,$3P,$3P,,,,$3P,,$3P,,,$3P,$3P,$3PV,$3P,,$3PL,$3PL,$3P,$3P,$3PV,$3PV,
Út 6. 6.,D0206,,,3IDS,~,~,,,,,,,,,,KKO MPR   7;KKO NAV   4,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,D0207,,,3FYO,~,,,,,,,,,,,KKO PES   5;MPR PES   1,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,E112,,,3IDS,~,~,3KKO,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,E104,,,3MPR,~,,,,3PES,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,E105,,,3NAV,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,A112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,A113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Út 6. 6.,Omez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,D105,,,,,,,3IPP,~,~,3IJC,~,,,,EVO KRY   6;EVO MUL   1,,$3P,,,,,$3P,$3P,,,,,$3PV,,,$3PL,$3PL,$3PV,$3PV,$3PV,,
St 7. 6.,D0206,,,,,,,3IPP,~,~,,,,,,EVO VNV   1;GJA KRY   8,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,D0207,,,,,,,,,,,,,,,GJA VNV   1;IJC IPP   6,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,E112,,,3ISJ,~,,,,,,,,,,,IJC ISJ  30;IPP ISJ  20,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,E104,,,3KRY,~,,3EVO,~,3MUL,~,,,,,,KRY MUL   2;KRY SPP   9,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,E105,,,,,,,,3SPP,~,,,,,,KRY VNV   3;MUL VNV   2,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,G202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St 7. 6.,A112,,,,,,3GJA+2,~,~,~,3VNV,~,,,,,,,,,,,,,,,,,,,,,,,,,,
